sentence,labels,scores,ESG
"in 2021 and 2022, cern disposed of 5111 tonnes and 8812 tonnes of non-hazardous waste and of 1544 and 1295 of hazardous (both conventional and radioactive) waste respectively.","['pollution', 'natural resources', 'corporate compliance', 'health and safety', 'transparancy', 'emissions', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.26082212042210007, 0.21976959189976938, 0.15124614326217292, 0.1177345594339462, 0.0827237843713485, 0.07401119886435312, 0.05121955700057872, 0.04002241320852695, 0.0015005570378117167, 0.0009500744993924131]","['E', 'E', 'G', 'S', 'G', 'E', 'G', 'S', 'S', 'S']"
cern has a centralised waste management system  that oversees all conventional waste collection and the transportation of campus and industrial waste.,"['pollution', 'corporate compliance', 'natural resources', 'emissions', 'transparancy', 'board accountability', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.36983428150276176, 0.3213667163022392, 0.13206332610043536, 0.04305790570447655, 0.0428698352469347, 0.039187048366313364, 0.025778881127977667, 0.020454758639646856, 0.004461070132037282, 0.0009261768771772724]","['E', 'G', 'E', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
the system also includes an inventory of the waste leaving cern in order to ensure the traceability of waste pathways.,"['natural resources', 'pollution', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.26658971733457865, 0.18705644801157184, 0.15417439490270374, 0.14163937725845513, 0.11539734166401584, 0.05691667851842498, 0.0369917544043927, 0.02971074045883026, 0.008485662964631586, 0.003037884482395262]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"hazardous waste is temporarily stored in a buffer zone,  where it is collected weekly.","['pollution', 'natural resources', 'health and safety', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3126729696339595, 0.2616979037789147, 0.19451511420950054, 0.07831844168015281, 0.07159991577064165, 0.050417910271830894, 0.021724209406658077, 0.008287551239094406, 0.0004911213032814287, 0.00027486270596592977]","['E', 'E', 'S', 'E', 'G', 'G', 'G', 'S', 'S', 'S']"
"cerns aim over the reporting period has been to increase  its recycling rate for non-hazardous waste, which represents over 70% of the total waste generated.","['natural resources', 'pollution', 'corporate compliance', 'transparancy', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'emissions', 'training and education']","[0.36616914593363514, 0.2264982153469364, 0.1825045802602817, 0.12414584078087436, 0.052583502148531434, 0.016625248803588916, 0.01148699488840405, 0.01095650085293082, 0.006371289260642112, 0.0026586817241750693]","['E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'E', 'S']"
"in 2022, this recycling rate was 69%, compared to 56% in 2018.","['natural resources', 'transparancy', 'corporate compliance', 'pollution', 'diversity and inclusion', 'board accountability', 'health and safety', 'philanthropy', 'training and education', 'emissions']","[0.38930238836114356, 0.19035119529261738, 0.141182501205093, 0.09099584082802642, 0.08410921451336875, 0.06460091639882097, 0.02311509507531311, 0.006852111112226015, 0.006592775461958577, 0.0028979617514322425]","['E', 'G', 'G', 'E', 'S', 'G', 'S', 'S', 'S', 'E']"
the marked increase in 2022 is due in part to the large quantity of metals that are being recycled following the second long shutdown (ls2).,"['emissions', 'natural resources', 'pollution', 'transparancy', 'diversity and inclusion', 'corporate compliance', 'health and safety', 'board accountability', 'philanthropy', 'training and education']","[0.36041576893705696, 0.34722727177144397, 0.11978070186200569, 0.10340003824452218, 0.021450188237486355, 0.017904059179988475, 0.01410125190972413, 0.011451425808809507, 0.003053352964416362, 0.0012159410845464106]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'G', 'S', 'S']"
"furthermore, a pathway for the recuperation, reconditioning and sale of viable equipment, including furniture, it and electronic equipment, is in place.","['transparancy', 'natural resources', 'corporate compliance', 'philanthropy', 'diversity and inclusion', 'board accountability', 'health and safety', 'emissions', 'pollution', 'training and education']","[0.2689466342838059, 0.24505079698196575, 0.1874040882716285, 0.11603343301646063, 0.08838690554182174, 0.04121566539193917, 0.03580823841460781, 0.010345363078027555, 0.006154212619579028, 0.0006546624001639505]","['G', 'E', 'G', 'S', 'S', 'G', 'S', 'E', 'E', 'S']"
the pilot project involving centralised sorting bins for  campus waste that was launched in 2019 has been expanded to cover more buildings and some workshops and to include the sorting of different metals.,"['pollution', 'natural resources', 'transparancy', 'emissions', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'health and safety', 'training and education', 'philanthropy']","[0.400266510425362, 0.27585211396531445, 0.10049609526918431, 0.07023799542334849, 0.060871605598223466, 0.03484349149863227, 0.025576679783533018, 0.021863150317406665, 0.00781974612380535, 0.0021726115951899946]","['E', 'E', 'G', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
the project has made it easier for personnel to sort their waste close to their place of work.,"['natural resources', 'pollution', 'transparancy', 'health and safety', 'emissions', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'philanthropy', 'training and education']","[0.3334719135876112, 0.24312438945864395, 0.1432961146244281, 0.10330787073904105, 0.07491700823126837, 0.03162675853351618, 0.028829230969306705, 0.023617848434427633, 0.01651225057569765, 0.0012966148460591522]","['E', 'E', 'G', 'S', 'E', 'S', 'G', 'G', 'S', 'S']"
"even though the total amount of waste generated has remained the same, the recycling of paper and pet has markedly improved.","['natural resources', 'pollution', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'emissions', 'board accountability', 'philanthropy', 'health and safety', 'training and education']","[0.3300018908576298, 0.2923995360438232, 0.2634659507041892, 0.03311231025717551, 0.02257622181391518, 0.01929353378897119, 0.017289214461321666, 0.012482173755594891, 0.005246235773571212, 0.004132932543808098]","['E', 'E', 'G', 'G', 'S', 'E', 'G', 'S', 'S', 'S']"
"data shown for discharge into watercourses includes infiltration water, rainwater and cooling tower blowdown.","['natural resources', 'pollution', 'transparancy', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'emissions', 'board accountability', 'philanthropy', 'training and education']","[0.5166120474730899, 0.39666476132622264, 0.0681273106040818, 0.00835098514527069, 0.0047742393594462544, 0.0021578446958081857, 0.001523639525638435, 0.0013410705581807481, 0.00039248622367957193, 5.561508858183633e-05]","['E', 'E', 'G', 'S', 'S', 'G', 'E', 'G', 'S', 'S']"
"cerns scientific activities produce radioactive waste,  classed as hazardous waste, with low and intermediate levels of activity, which are generated by the interaction between particle beams and equipment present inside the accelerator complex and detectors.","['emissions', 'pollution', 'health and safety', 'transparancy', 'board accountability', 'natural resources', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.4844332607419364, 0.4699866612953425, 0.0333186576668864, 0.008642858117955739, 0.0023633583388520956, 0.0007088405200365434, 0.00022957931201095542, 0.0001949114570499399, 7.61604921177135e-05, 4.57120578117183e-05]","['E', 'E', 'S', 'G', 'G', 'E', 'G', 'S', 'S', 'S']"
"equipment that is activated by this process, such as beam dumps (see in focus), is managed as radioactive waste at the end of its life cycle.","['pollution', 'natural resources', 'transparancy', 'emissions', 'health and safety', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.4509770847968137, 0.3504731707295013, 0.09596242121127964, 0.04342531918612628, 0.04158718269974209, 0.009012830695559672, 0.004610778856876655, 0.0031308137229832437, 0.0006360746108253672, 0.00018432349029210224]","['E', 'E', 'G', 'E', 'S', 'S', 'G', 'G', 'S', 'S']"
"radioactive waste consists, for example, of metal components, cables and ventilation filters, as well as items potentially contaminated during maintenance and upgrade work, such as gloves and overalls.","['pollution', 'emissions', 'health and safety', 'natural resources', 'transparancy', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education']","[0.5476351624044796, 0.27847814822335143, 0.09668199643256226, 0.04318382462692936, 0.023621891952441392, 0.006364192199443652, 0.0020972988984799866, 0.0015932061089681947, 0.00018619376446644734, 0.00015808538887765222]","['E', 'E', 'S', 'E', 'G', 'G', 'S', 'G', 'S', 'S']"
"in 2021 and 2022, cern disposed of 307 and 519 tonnes of radioactive waste respectively.","['pollution', 'natural resources', 'emissions', 'transparancy', 'health and safety', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.355169908215638, 0.2604791989943885, 0.10584423829598241, 0.10520944967280989, 0.0724315125628337, 0.06499445568470834, 0.02397354614182071, 0.010568590343052662, 0.0008648406268927483, 0.0004642594618730397]","['E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S', 'S']"
"the organization minimises the amount of radioactive  waste in the design, operation and decommissioning of accelerators, experiments and other equipment by avoiding, reusing or recycling activated material, such as activated shielding components.","['corporate compliance', 'pollution', 'health and safety', 'transparancy', 'natural resources', 'board accountability', 'diversity and inclusion', 'emissions', 'philanthropy', 'training and education']","[0.25465753405616826, 0.24578271483997682, 0.2004041382423233, 0.13413051224240324, 0.08710878744338037, 0.05057197557447446, 0.013350709226037927, 0.008792401432135277, 0.004650149330003473, 0.000551077613096891]","['G', 'E', 'S', 'G', 'E', 'G', 'S', 'E', 'S', 'S']"
"in 2021, a total of 2077 tonnes of steel, cast iron and concrete was reused.","['natural resources', 'transparancy', 'diversity and inclusion', 'corporate compliance', 'emissions', 'pollution', 'philanthropy', 'board accountability', 'health and safety', 'training and education']","[0.40405993102362187, 0.19716989454674136, 0.08226198383422521, 0.07465476380249263, 0.07212282442085131, 0.05703128332689313, 0.04744651187632728, 0.04522828036865016, 0.0173225505141973, 0.0027019762859997382]","['E', 'G', 'S', 'G', 'E', 'E', 'S', 'G', 'S', 'S']"
"in 2022, this figure was 906 tonnes.","['emissions', 'natural resources', 'transparancy', 'pollution', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.35225318183591103, 0.2512283202870415, 0.13250722198715556, 0.1314770657898407, 0.03801580697402322, 0.036067465244655615, 0.027180219661606993, 0.012421917918429002, 0.010654848446337012, 0.008193951854999382]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"a further 259 and 135 tonnes of processed radioactive waste was diverted from disposal in 2021 and 2022, respectively, for reuse inside cern facilities.","['pollution', 'natural resources', 'transparancy', 'health and safety', 'corporate compliance', 'emissions', 'diversity and inclusion', 'board accountability', 'philanthropy', 'training and education']","[0.3335992102158864, 0.27166387253786, 0.14968234457385907, 0.10153845644268844, 0.04208016403773355, 0.041237508782641326, 0.02888582682941646, 0.022999433708678924, 0.007843350830226008, 0.00046983204100978264]","['E', 'E', 'G', 'S', 'G', 'E', 'S', 'G', 'S', 'S']"
