sentence,labels,scores,ESG
this was mainly achieved thanks to more thorough sorting of household waste introduced by cerns service provider in 2020 in response to objectives set by the recycling policy of the canton of geneva.,"['corporate compliance', 'natural resources', 'pollution', 'transparancy', 'emissions', 'diversity and inclusion', 'board accountability', 'health and safety', 'philanthropy', 'training and education']","[0.3740371772720713, 0.2503147055944868, 0.11927941921289566, 0.08281544134847378, 0.07441159460165123, 0.044795885276837304, 0.026452521371889824, 0.020248327023066056, 0.00648150517437182, 0.0011634231242562169]","['G', 'E', 'E', 'G', 'E', 'S', 'G', 'S', 'S', 'S']"
"it should be noted, however, that the effects of the pandemic also had an impact on the waste produced and disposed of by cern.","['pollution', 'natural resources', 'emissions', 'health and safety', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.4346839200254889, 0.3077544680545662, 0.11012325823075064, 0.06302372966692808, 0.05669908738641827, 0.014220845355833414, 0.008217817598347782, 0.004781734479710128, 0.0004041877626363851, 9.095143932018654e-05]","['E', 'E', 'E', 'S', 'G', 'S', 'G', 'G', 'S', 'S']"
"cerns scientific activities produce radioactive waste with  low-level activity, generated by the interaction between particle beams and equipment present inside cerns accelerator complex.","['emissions', 'pollution', 'health and safety', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education']","[0.4986994925478877, 0.4008950047451826, 0.08307324670586, 0.011496931577925817, 0.002683636290111633, 0.0013975603990910922, 0.0013519441773092809, 0.0002521986300163507, 8.882294739527194e-05, 6.116197922028603e-05]","['E', 'E', 'S', 'G', 'G', 'E', 'S', 'G', 'S', 'S']"
equipment that is activated by this process is managed as radioactive waste at the end of its life cycle.,"['pollution', 'natural resources', 'transparancy', 'emissions', 'health and safety', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3844537150809143, 0.35263743795642705, 0.15987229814393714, 0.03418434961889962, 0.029311237125708964, 0.016244028640081613, 0.010968586052278314, 0.01026939106279433, 0.001607320415809473, 0.000451635903149185]","['E', 'E', 'G', 'E', 'S', 'G', 'G', 'S', 'S', 'S']"
radioactive waste management has always been a high  priority for cern.,"['pollution', 'health and safety', 'emissions', 'natural resources', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'training and education', 'philanthropy']","[0.40940988023118213, 0.3329370287763259, 0.13864652557471072, 0.09460502973736891, 0.015605632425865445, 0.005511394431181903, 0.0022938686652434833, 0.0007428555294316962, 0.00016418641442502886, 8.359821426481829e-05]","['E', 'S', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S']"
it is handled in the framework of the tripartite agreement with the host state authorities on radiation protection and radiation safety (p. 10).,"['health and safety', 'transparancy', 'board accountability', 'corporate compliance', 'pollution', 'natural resources', 'diversity and inclusion', 'training and education', 'emissions', 'philanthropy']","[0.8783555496313572, 0.05847795357277186, 0.024011184416508433, 0.012560347629241473, 0.008926857805843466, 0.007848741370220465, 0.005835453195729306, 0.0015899234001361636, 0.0015494618307796396, 0.0008445271474119654]","['S', 'G', 'G', 'G', 'E', 'E', 'S', 'S', 'E', 'S']"
"david widegren, leader of the information management group in  the engineering department.","['diversity and inclusion', 'transparancy', 'training and education', 'board accountability', 'emissions', 'corporate compliance', 'pollution', 'natural resources', 'philanthropy', 'health and safety']","[0.30976937293679724, 0.24917357771890303, 0.15880018876061744, 0.1538965623666483, 0.06330293840633289, 0.030584294890878293, 0.015360191200834677, 0.01067464387801721, 0.0048788120090333354, 0.0035594178319375805]","['S', 'G', 'S', 'G', 'E', 'G', 'E', 'E', 'S', 'S']"
"in short, what is trec?","['natural resources', 'transparancy', 'training and education', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'board accountability', 'philanthropy', 'emissions', 'pollution']","[0.28682937026112143, 0.22546497068153445, 0.17515942987676525, 0.11459823136818847, 0.07835591073323511, 0.06929730527413182, 0.025427860293613987, 0.009688970499805155, 0.00903497132878673, 0.00614297968281758]","['E', 'G', 'S', 'G', 'S', 'S', 'G', 'S', 'E', 'E']"
"dw: trec, which stands for traceability of radioactive equip- ment at cern, is an it application primarily used to trace and manage potentially radioactive equipment at the laboratory.","['health and safety', 'natural resources', 'pollution', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'transparancy', 'training and education', 'emissions', 'philanthropy']","[0.9142914820927879, 0.03444712045213461, 0.025881353895509454, 0.009600360909226632, 0.0076367821654461324, 0.002239241773844716, 0.0018481247137012331, 0.0016596712019219394, 0.0016442247299566833, 0.000751638065470771]","['S', 'E', 'E', 'S', 'G', 'G', 'G', 'S', 'E', 'S']"
"as it is based on our central asset-management platform, it avoids duplicating data in multiple information systems and helps us treat radioactive traceability as an integral part of our physical assets lifecycles.","['corporate compliance', 'transparancy', 'health and safety', 'natural resources', 'emissions', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education']","[0.2651951526411619, 0.21445951179461795, 0.20932660579360612, 0.11067426554321802, 0.06441094279435351, 0.050843629553202006, 0.04182073101841633, 0.03818648957689831, 0.004105621430044066, 0.00097704985448181]","['G', 'G', 'S', 'E', 'E', 'G', 'S', 'E', 'S', 'S']"
what does the future hold for this system?,"['natural resources', 'transparancy', 'diversity and inclusion', 'emissions', 'board accountability', 'corporate compliance', 'training and education', 'health and safety', 'pollution', 'philanthropy']","[0.3641370608729827, 0.2850754735656085, 0.15376271538971067, 0.08162453735276032, 0.05411993526766059, 0.016772911138485554, 0.015506264432475938, 0.01233341039964233, 0.009247031359785496, 0.007420660220887904]","['E', 'G', 'S', 'E', 'G', 'G', 'S', 'S', 'E', 'S']"
dw: the application has evolved from mainly being a traceability tool to also becoming an application with integrated workflows.,"['diversity and inclusion', 'corporate compliance', 'transparancy', 'natural resources', 'emissions', 'board accountability', 'health and safety', 'philanthropy', 'pollution', 'training and education']","[0.25418800610908343, 0.24994788889938926, 0.23814283838103406, 0.08308401262124462, 0.07160160334667079, 0.04187171292448648, 0.025999117260334655, 0.013747266005492958, 0.012712811704306654, 0.008704742747957085]","['S', 'G', 'G', 'E', 'E', 'G', 'S', 'S', 'E', 'S']"
"additionally, trec has evolved to cover other related processes  linked to safety and the environment.","['natural resources', 'health and safety', 'transparancy', 'corporate compliance', 'board accountability', 'emissions', 'pollution', 'diversity and inclusion', 'training and education', 'philanthropy']","[0.5424206035794209, 0.17540850029162158, 0.13740189450880733, 0.10424748032684736, 0.015104345225053288, 0.0109671184002016, 0.007730869565759132, 0.004059280847631963, 0.0017213812529050271, 0.0009385260017518493]","['E', 'S', 'G', 'G', 'G', 'E', 'E', 'S', 'S', 'S']"
"for example, we are plan- ning an extension of the application to also support and formal- ise water release processes.","['natural resources', 'transparancy', 'diversity and inclusion', 'corporate compliance', 'pollution', 'health and safety', 'philanthropy', 'board accountability', 'training and education', 'emissions']","[0.6341425598897292, 0.14758873824645774, 0.05317240304039307, 0.04349533240105342, 0.03323674690047263, 0.0323537692310283, 0.021414504909819172, 0.020072952477308587, 0.009183720963859712, 0.005339271939878178]","['E', 'G', 'S', 'G', 'E', 'S', 'S', 'G', 'S', 'E']"
and thus diverted from disposal in 2019.,"['transparancy', 'natural resources', 'emissions', 'pollution', 'philanthropy', 'corporate compliance', 'health and safety', 'board accountability', 'diversity and inclusion', 'training and education']","[0.29642426104916897, 0.2817673097231853, 0.17884559925160867, 0.07405702088474268, 0.05353349381858881, 0.041690748780565244, 0.027774982295441432, 0.026936385452575633, 0.01255447629007907, 0.006415722454044197]","['G', 'E', 'E', 'E', 'S', 'G', 'S', 'G', 'S', 'S']"
"in 2020, the figure was 1060 tonnes.","['emissions', 'natural resources', 'pollution', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.2892242539071073, 0.2286277786322503, 0.16286760480119025, 0.14017051412507883, 0.05879192541832775, 0.04888849624813232, 0.03934849658366343, 0.014993453719360872, 0.010695431526082157, 0.006392045038806763]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"cerns specialised radiation protection team categorises  radioactive waste and treats it in a dedicated facility where it is dismantled, sorted, compressed and packaged according to radioactive waste treatment and elimination criteria.","['health and safety', 'pollution', 'natural resources', 'transparancy', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education', 'emissions']","[0.4931239433877086, 0.23956777593917086, 0.10635133745978105, 0.0788087875136502, 0.04139125471103183, 0.019081883117764965, 0.016671833624736287, 0.002001424446086856, 0.00177129185135065, 0.0012304679487186968]","['S', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'E']"
"it is disposed of through agreed pathways in france and switzerland, and the laboratory regularly reports on radioactive waste matters to the host state authorities.","['pollution', 'natural resources', 'board accountability', 'health and safety', 'transparancy', 'diversity and inclusion', 'corporate compliance', 'emissions', 'philanthropy', 'training and education']","[0.4023189968246389, 0.13775210864412574, 0.1253332831444289, 0.12391080943936118, 0.11181407083186432, 0.047380514306337544, 0.040410544376553344, 0.007251562010818704, 0.002856413282014071, 0.0009716971398573092]","['E', 'E', 'G', 'S', 'G', 'S', 'G', 'E', 'S', 'S']"
"before being eliminated, radioactive waste is temporarily  stored in a dedicated secure storage area.","['pollution', 'natural resources', 'health and safety', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'emissions', 'philanthropy', 'training and education']","[0.3206457529746164, 0.26177258420203364, 0.2183956869031099, 0.12488385086141572, 0.03828658657931388, 0.019909918186162116, 0.011492852877438925, 0.0028260718783639075, 0.0012488526745361324, 0.000537842863009393]","['E', 'E', 'S', 'G', 'G', 'G', 'S', 'E', 'S', 'S']"
cern strives to reduce radioactive waste as much as  possible by making consistent use of the possibility for free-release in switzerland.,"['pollution', 'natural resources', 'health and safety', 'corporate compliance', 'transparancy', 'board accountability', 'emissions', 'philanthropy', 'diversity and inclusion', 'training and education']","[0.36138597859561855, 0.25725736051573356, 0.19369840010699269, 0.08492210516029654, 0.06608897088115188, 0.01290263902708041, 0.008916800454876257, 0.00842540217644696, 0.005451325433941681, 0.0009510176478614602]","['E', 'E', 'S', 'G', 'G', 'G', 'E', 'S', 'S', 'S']"
"after demonstration that waste no longer qualifies as radioactive according to the swiss ordinance for radiation protection (orap), such waste is treated as traceable conventional waste.","['health and safety', 'transparancy', 'training and education', 'pollution', 'natural resources', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'emissions']","[0.27917345580747194, 0.22332150915995322, 0.150570091920378, 0.14673473399934386, 0.1090461229206869, 0.043188704881608496, 0.03106757955079318, 0.014932715928522808, 0.0015380742331923083, 0.00042701159804925046]","['S', 'G', 'S', 'E', 'E', 'G', 'S', 'G', 'S', 'E']"
"in 2019 and 2020, cern generated 641 and 202 tonnes  and disposed of 1472 and 358 tonnes of radioactive waste respectively.","['emissions', 'pollution', 'natural resources', 'transparancy', 'health and safety', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.27081262328409744, 0.26721299461680975, 0.2246215558648, 0.06912435354912382, 0.067806186307602, 0.06614260339683706, 0.020764335513255693, 0.01225604202862617, 0.0008843032453946574, 0.0003750021934534168]","['E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S', 'S']"
